text,text_clean,sentimen,emosi,created_at,uid,uniqueId,videoWebUrl,cid,avatarThumbnail
🥰,,netral,netral,2025-04-21 05:15:01+00:00,7383273073501881350,abysad5,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7495630532631741205,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/32b477c327b16303d11eef7c29c4c0ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6ddc0dc3&x-expires=1746172800&x-signature=aOkcYyF4jCxeb24IqyvlvpHILWA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
lu tengok asistennya siapa,tengok asisten,netral,netral,2025-01-08 09:14:43+00:00,7312593390981743623,wahyuumedan,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457463304563344135,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/79ab884a4a2a530a9c6220b7dd30f078~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7c345d6e&x-expires=1746172800&x-signature=rEEzlpMCIf5ti0Bk3Xvkqbb8Kpg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
"kumaha sia Weh, aing mah mbung LIEUR!",maha sia weh aing mbung lieur,netral,terkejut,2025-01-08 18:08:20+00:00,7082727611634205722,ucilltoretto,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457608063206900498,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b9421f05d661b925e584987d92804feb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=01422a1d&x-expires=1746172800&x-signature=MggEyghGSD2CaBg%2FR5mqbFouq%2BE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Patrick Kluivert,patrick kluivert,netral,netral,2025-01-08 19:55:25+00:00,7052340607565792258,sayyidilumar,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457635582602134280,https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2c5db11160e9fdde5740c4572b769b09~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a4b88490&x-expires=1746172800&x-signature=0dgKlF2JU%2FJA0rtmvhF1MU3CGBg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
😭,,netral,netral,2025-01-08 14:14:47+00:00,7381123760513270790,grrlldea4,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457547888375186183,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/54caf36520d14174462b8eb509b1bd88~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7332001b&x-expires=1746172800&x-signature=AP0qE5Pll1LK%2FDA5DvrettvhYU0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
udah 3-0 sekarang aus vs ind 😭🙏,sekarang aus vs ind,netral,netral,2025-03-20 09:56:17+00:00,7176876359028966426,syaibaniaa,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7483828310045295378,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/989f594859b1192fdfbfaac3c3fe8088~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=31ff3616&x-expires=1746172800&x-signature=Qy9qFjI%2B0ZWG2m8m8R2HD1mvB6Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
"aslinya mau diresmikan mingdep, tapi udah dispill sama Fabrizio Romano duluan 😭😭",asli mau resmi mingdep tapi dispill sama fabrizio romano duluan,netral,netral,2025-01-08 10:06:22+00:00,7185884638991942662,cimoooo97,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457483848588460818,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1a749255c99fd8ee87732126eafdb1ff~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=5f0319af&x-expires=1746176400&x-signature=VpKNVqjsOnS7ug18khbEWffOvtY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
terserah 🥺,serah,netral,netral,2025-01-08 17:26:56+00:00,6789642955458413569,kean1508,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457597361549771526,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b22404acc7fc4d57ed9cc19fd440aecf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6ee4969a&x-expires=1746172800&x-signature=UuLIRUi7AayQgFHOjXoFk7QPx6E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
aku ngk setuju!!!!!!!!,ngk tuju,netral,netral,2025-01-09 00:05:56+00:00,7271485018273580034,froyuuuuuu,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457700024442422024,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/0dcdf787b0e085b3661f646078b18bc2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b6d805c9&x-expires=1746172800&x-signature=Mxg1m8qs12z34jnltVHk607XIBk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"alumni dukung timnas di era simon pun, bagaimana pun mereka butuh support 🔥🔥",alumni dukung timnas era simon butuh support,positif,netral,2025-01-08 09:13:04+00:00,7394515935221367814,alk789,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457470102763881234,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2145d6db3fefd9ea6cbe4eb27f68b130~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f9e69d15&x-expires=1746176400&x-signature=0uD%2BH%2Fbvpc3F8a14DS9tORcCNeQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
kembalikan Shin Tae-yong kamii😭😭😭,kembali shin taeyong kami,netral,netral,2025-01-10 06:12:40+00:00,6942498946356265985,ninisnamanyaa,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458165673576628998,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/97cf70720fb95a62b5801d15e4bb548f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4488cc48&x-expires=1746172800&x-signature=NA1wl%2Fl4eK4CyZh1vgPu9YfOJlo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
#KLUIVERTOUT,kluivertout,netral,netral,2025-01-08 09:16:01+00:00,6913727140720034818,humussssssss_,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457470858186785537,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/66470410a61db3a35661b75410fc1a5d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=757fdcca&x-expires=1746172800&x-signature=ans237162txWCqSTzvqKd3BubyM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
mending sty suruh latih Timnas lagi soalnya aku gak yakin sama kulivert,mending sty suruh latih timnas lagi soal yakin sama kulivert,negatif,netral,2025-03-23 14:13:45+00:00,7361038192374940677,dimas_hur_hafiz,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7485007847496631041,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b83bbea8433e69610d2862c7e66f6d63~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9240831d&x-expires=1746172800&x-signature=n2Qcf4J2R1NDlbzEC7F%2B%2BLYZlw4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
oh,oh,netral,netral,2025-01-09 10:58:29+00:00,7179907958184297473,awaa212.2,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457868202372432646,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/15308baa3a56cff8a514c58aa417569b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f5c82c9d&x-expires=1746172800&x-signature=3FVXpcSAcMVZlMoFXfQemXz9Qi4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
kiper nya ganti emil auderi,kiper ganti emil auderi,netral,netral,2025-03-21 09:38:39+00:00,7126793803029267482,xema1115,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7484194822548554514,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/afba97ef90241c2821187bc6e519695a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=025243b0&x-expires=1746172800&x-signature=ep1KpX0UhIrph6pZj8o9z%2BE6c6I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
"Kocak rekruit pelatih tapi vtnya waktu jadi pemain, yg bikin vidio aja bingung saking gk punya prestasi kepelatihan",kocak rekruit latih tapi vtnya waktu main bikin vidio bingung saking prestasi latih,netral,netral,2025-01-10 05:52:04+00:00,6871143886070760450,lutfisahid2,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458160499839533831,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/6592ea2b5a2e023d529e29cf6dcaea5d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a5e2c20c&x-expires=1746172800&x-signature=L5vBtHRmCfXlJQmwjt4oScETaQA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
pak erick kenapa nggak zinedine zidane?,pak erick kenapa zinedine zidane,netral,netral,2025-03-22 15:26:29+00:00,7229291712534021126,uwoong2,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7484655554558034696,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5926cc3b29245beefa4e80e18b213c17~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e43e912a&x-expires=1746172800&x-signature=TjTx5WJcXWfdFPin8d8UcFqd7d0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
"Ternak sty sedihhh
ternak sty sedihhh banget 😂",ternak sty sedihhh ternak sty sedihhh,netral,sedih,2025-01-12 02:33:31+00:00,7229527070513792006,pencintatimnasbukansty,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458851438778762002,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7229527183566307333~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=28c8328d&x-expires=1746172800&x-signature=PiWT%2B7JSQ7PdFXaEWkirG24OgBo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
El kasus😹,el kasus,netral,netral,2025-01-08 08:32:41+00:00,7027137004660343810,tocjhh,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457459721826894599,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7e25dc9d5c48cbe320c9bfafe6b1aadf~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=308732cb&x-expires=1746172800&x-signature=R44JbldyHTIKAQHBC8Nqu%2BKUU9A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
"Najong, tetep sty walau udh di pecat😭🫵",najong tetep sty walau udh pecat,negatif,netral,2025-01-08 11:29:04+00:00,7195532751843050523,133athq,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457505176942379796,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c2b23ed53f33e96d7df423b1487f66d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6ff3b149&x-expires=1746172800&x-signature=IaW%2FT%2FiPLqmjiNQ5WoDQ%2B1r5OgU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
MIMPI BURUk WARGA INDONESIA AKAN SEGERA DIMULAI😂,mimpi buruk warga indonesia segera mulai,negatif,netral,2025-01-08 14:32:04+00:00,6938228395181278210,masdian87_,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457552291559670533,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/de0016b07b474d8660bafd844afd0131~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=dde92f93&x-expires=1746172800&x-signature=2cyma5dCS5llGGoPP9UJzlV0WUc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
🤣,,netral,netral,2025-01-08 10:23:52+00:00,7132131669662221339,apasihanjing69,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457478793306915602,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/3929b9d723ce2acde59a648f7ee06d32~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bcfbe5f0&x-expires=1746176400&x-signature=y2Itb5cZIoD2huryrFUw2WElkwo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
eks pemain j*di jd platih di sarang m*fia sepakbola ywdh cucok meong 🤣🤣🤣,eks main jdi platih sarang mfia sepakbola ywdh cucok meong,netral,netral,2025-01-08 09:05:02+00:00,6743919483125810177,.arsay14,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457467963471364869,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/ca112ee63ef9c6c77c7b11064ff365e8~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=cacec997&x-expires=1746176400&x-signature=H%2BfSAgYaWQaMFawe8eJ213MHs5I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
nyesel selalu datang belakangan,nyesel selalu datang belakang,netral,netral,2025-01-08 12:25:25+00:00,6550594511943647233,hannyhand,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457519683182396180,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/44a3a7b82411c849d0f9c7c978871df6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d8faa3a5&x-expires=1746176400&x-signature=i5Fvn%2BBbIvlcCYec8X0w9AYdt6Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
sama dong pkonya g mau tau harus wajib lolos🔥,sama pkonya g mau wajib lolos,netral,netral,2025-01-08 09:21:35+00:00,6921105362121901058,jayna0070,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457472308271383304,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/48f879af83b920f1008d739d342fa3dd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f458954f&x-expires=1746172800&x-signature=5VVCBh2Fzxc0Iz%2FD8oOnxI9T%2FeE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
udah sono main ama SpongeBob aja,sono main ama spongebob,netral,netral,2025-01-09 10:52:59+00:00,7297513664146719749,_shqsswziey,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457866899407225617,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/dff0ef0debf7963cb88d05e9ec98cac0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=95d014bd&x-expires=1746172800&x-signature=p3x9z9Fs3K1TNqn8HSZXz3zIqwo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"Lets go, Bring Indonesia to world cup 2026",lets go bring indonesia to world cup,netral,netral,2025-01-08 10:35:33+00:00,7286472374915040261,___andre2112,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457480636694840072,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9b0b5d06de894874a435b4916254b63e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b046678d&x-expires=1746176400&x-signature=mahc2x%2F3j%2F4Fm5cGUk0vDXOhHS8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"kita cari pelatih yg bagus bukan
cari mantan pemain yg bagus
patrick kluivrt out",cari latih bagus bukan cari mantan main bagus patrick kluivrt out,netral,netral,2025-01-09 08:42:20+00:00,6855239345709745158,vitonihkitzz,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457833206818800390,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dbbc0b2fd79870865af092ad5f7fb672~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0c7c97d6&x-expires=1746172800&x-signature=JSXzCTfSWZBigG%2FHrkfongmh5ew%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
kalo gagal bawa indo pildun ganti lagi pelatih nya sama sty,gagal bawa indo pildun ganti lagi latih sama sty,negatif,netral,2025-01-09 10:55:10+00:00,7394967238875497478,citraar0rr,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457867417647153926,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7407c6f75466b57bcfd47da8625cf90e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=865aa7ed&x-expires=1746172800&x-signature=5SkXYBWVp5mE%2BVcyZ7V5bV%2BNudI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"Hoi Indonesia, laten we samenwerken voor het beste resultaat. 😊🖐🙏",hoi indonesia laten we samenwerken voor het beste resultaat,netral,netral,2025-01-08 10:46:27+00:00,7456817642620535828,cingkucing01,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457494160870900486,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ddb1d79154da290cf2d236c68899b9ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=db19a60b&x-expires=1746176400&x-signature=psnNQea6DiRY%2FgN5HJr5FP2QjHg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
krambukna,krambukna,netral,netral,2025-03-21 19:04:10+00:00,7423033671080297478,ppppolalo,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7484340493742523141,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/aaec46e5e3722ac9db0f97c764a8ef82~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=464910bd&x-expires=1746172800&x-signature=k0TotI8IelZoz0anCvopN%2BIOOHA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
otw era kegelapan nich😂,otw era gelap nich,netral,netral,2025-01-08 13:36:13+00:00,6955808423636714497,user.nanang7,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457537965162676999,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c4044c6de06f1c16971df7b841f7e40a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7480d0e5&x-expires=1746172800&x-signature=8%2F3%2B1uzChwajWu3yyUrlvmY5M%2FU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
lolos kualifikasi kena hujat apalagi tidak lolos kualifikasi. siapkan mental anda pelatih timnas.😂😂😂😂,lolos kualifikasi kena hujat apalagi lolos kualifikasi siap mental latih timnas,netral,netral,2025-01-10 13:19:06+00:00,6557561290906550274,almaterate17,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458275709782442753,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bb5e7e2ca42fde6212a50536a76a47ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1b24b677&x-expires=1746172800&x-signature=JO2GOK6YGnuVzXmVJ20w%2FNRc1V0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
"suporter sejati dkung timnas
bkn dukung mafia 😂",suporter sejati dkung timnas bkn dukung mafia,netral,netral,2025-01-08 10:15:01+00:00,6804738791418741762,bobyduck29,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457486063512535826,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9cdb73d9222f0f9722dd236ef1332f58~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ef250eb3&x-expires=1746172800&x-signature=JcmCJIOOCqheviTS%2FYe159cX0ek%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"gw nonton timnas gara² sty pliss, malah dipecat 😭",nonton timnas gara sty pliss malah pecat,negatif,netral,2025-01-09 00:48:08+00:00,7275850071685170181,lalalallaa_20,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457710997546451730,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/bad7fa6b5e5eb00638c71b23ccca3ff8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c761cf2e&x-expires=1746172800&x-signature=z8WygHk0UflA5LyYkwZXCHpY5pw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Liat tanggal 25 klo kalah lgi ganti pelatih sty kembali,liat tanggal klo kalah lgi ganti latih sty kembali,negatif,netral,2025-03-20 12:44:29+00:00,7407495430906676225,sarkamacil,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7483871617674167057,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9ec4aadc4a39c885d459a3467519b563~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=af25be78&x-expires=1746172800&x-signature=evGAznZnFD9ts8RA1aTKBmjXBRo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
sty tidak pernah tergantikan 😤,sty pernah ganti,netral,netral,2025-01-10 04:38:32+00:00,7335115667178472453,arakhairasabilla__real,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458141383624590086,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/214be80e68bd5659e16878bad43ca596~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=10d0fcb4&x-expires=1746172800&x-signature=gx6BpqcR80DiBR2wemvSq65G%2BHA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
22,,netral,netral,2025-01-11 16:14:29+00:00,7218095524703650842,lia._.3,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458691981204538120,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a2337bd9c0b3d5586ae77c75a59267b4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4bd3407e&x-expires=1746172800&x-signature=8XzzzAMWgILMlS8PYPG%2Bl5NYU%2FU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
😭,,netral,netral,2025-01-08 09:49:01+00:00,7015379166585930753,sanmyung,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457479398922027783,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/389f66d5b48d913a80aec029e86a81e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=acf41c37&x-expires=1746176400&x-signature=N8mZBfy7XnPPZHc3UsmfLd1MUfI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
belum tentu bro,belum tentu,netral,netral,2025-01-08 09:04:39+00:00,6962826472391508994,muhamadfaizal128,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457467969934099218,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/241b2f405746480506604bc599f30837~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b2605eea&x-expires=1746172800&x-signature=%2FRaPco2WzX8XX3iR%2FNLK%2FE%2FTzjM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
BUANG BERLIAN DAN DIGANTIKAN OLEH BATU🙂🙏,buang berlian ganti batu,netral,netral,2025-01-11 08:14:47+00:00,78304816095,yusniavanessa,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458568339087819527,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/963dafd0953295024db39ab546ad2e7e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d04b2f48&x-expires=1746172800&x-signature=3jySQjGr8e%2F9WiaHXVHCTQsi0%2FE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
😁😁😁,,netral,netral,2025-01-09 10:23:20+00:00,6961732354169127937,not_.arthur,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457859308568642312,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/49cf4ded00414c5dbc1d65d669cb4629~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4d24516f&x-expires=1746172800&x-signature=NmvXxmT6Siicupi%2BdTm60c2TcUc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
@AMP,amp,netral,netral,2025-01-10 04:09:00+00:00,7218548805662475291,melfinnn233,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458133781349729029,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/44bd9ff0705b490d4dfd8246c524934f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=47cc6842&x-expires=1746172800&x-signature=Mfcsv8GlT9c2Pth7VcsBBIovoTA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"kita semua setuju Kluivert pemain hebat, tapi apa kalian yakin dia jadi pelatih?",tuju kluivert main hebat tapi kalian yakin latih,positif,netral,2025-01-09 01:41:45+00:00,6813273266510234625,onet_bonet,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457724802964914951,https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-aiso/bd4f62a78387aefa4535bc01ec9365f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=41048fd9&x-expires=1746172800&x-signature=1wZkvFRayufr1eSoKOYmgduvsbk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Kontol - admin whoosh,kontol whoosh,negatif,netral,2025-01-08 14:23:56+00:00,6880615933904847874,semyfs,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457550222069203729,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f23f700ee9928de32d03c9e7ce7c10b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5dd4d7f6&x-expires=1746172800&x-signature=%2F%2FfNlHR2ovv%2B1BUpf8rkbpzP3i4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
gtw mls pngn bli trk,gtw mls pngn bli trk,netral,netral,2025-01-08 22:26:52+00:00,7388759885900710917,c0okies_sweet,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457674584478253831,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/be1b1a8f62c8f2baaae34782a1be6968~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d030630c&x-expires=1746172800&x-signature=jU6w2IoQJT6wWOikwG5WLHe%2Bmow%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
